,tweet_length
576,83
577,62
578,54
579,47
580,68
581,70
582,66
583,66
584,81
585,59
586,50
587,62
588,67
589,64
590,67
591,53
592,95
593,59
594,46
595,63
596,62
597,65
598,80
599,80
600,79
601,86
602,65
603,73
604,68
605,117
606,102
607,104
608,109
609,113
610,105
611,104
612,111
613,106
614,108
615,87
616,96
617,117
618,118
619,110
620,106
621,81
622,93
623,100
624,104
625,111
626,115
627,103
628,83
629,96
630,105
631,93
632,137
633,94
634,83
635,98
636,96
637,87
638,137
639,119
640,96
641,79
642,116
643,104
644,137
645,120
646,114
647,106
648,108
649,110
650,105
651,113
652,99
653,96
654,126
655,73
656,94
657,95
658,126
659,124
660,104
661,63
662,64
663,59
664,64
665,84
666,69
667,69
668,65
669,127
670,67
671,67
672,90
673,52
674,51
675,62
676,70
677,68
678,66
679,62
680,59
681,71
682,70
683,60
684,94
685,68
686,56
687,49
688,58
689,60
690,76
691,78
692,53
693,59
694,54
695,65
696,76
697,64
698,98
699,70
700,44
701,70
702,67
703,18
704,58
705,62
706,59
707,60
708,61
709,71
710,51
711,88
712,88
713,66
714,110
715,93
716,71
717,68
718,63
719,70
720,67
721,62
722,51
723,86
724,87
725,52
726,70
727,65
728,94
729,56
730,85
731,71
732,137
733,104
734,104
735,94
736,96
737,122
738,100
739,113
740,114
741,99
742,105
743,89
744,96
745,117
746,75
747,108
748,111
749,91
750,104
751,112
752,92
753,107
754,116
755,106
756,98
757,104
758,118
759,119
760,108
761,111
762,100
763,83
764,115
765,98
766,94
767,118
768,103
769,105
770,100
771,108
772,126
773,117
774,108
775,104
776,88
777,96
778,86
779,108
780,80
781,85
782,106
783,127
784,110
785,95
786,79
787,93
788,50
789,71
790,81
791,70
792,64
793,62
794,64
795,70
796,85
797,66
798,51
799,63
800,60
801,64
802,67
803,66
804,70
805,83
806,66
807,55
808,89
809,66
810,69
811,23
812,66
813,73
814,71
815,55
816,59
817,78
818,80
819,69
820,91
821,53
822,78
823,119
824,95
825,69
826,77
827,57
828,59
829,72
830,87
831,82
832,68
833,78
834,66
835,77
836,98
837,116
838,65
839,73
840,63
841,97
842,68
843,56
844,59
845,61
846,66
847,100
848,51
849,66
850,71
851,34
852,70
853,71
854,68
855,63
856,102
857,74
858,89
859,71
860,63
861,110
862,106
863,108
864,105
865,104
866,116
867,99
868,102
869,123
870,102
871,119
872,99
873,108
874,112
875,107
876,121
877,80
878,98
879,95
880,109
881,91
882,88
883,83
884,121
885,100
886,122
887,96
888,113
889,115
890,96
891,110
892,94
893,100
894,107
895,116
896,116
897,110
898,105
899,116
900,102
901,77
902,116
903,98
904,129
905,95
906,101
907,126
908,130
909,80
910,105
911,114
912,108
913,118
914,69
915,125
916,137
917,83
918,100
919,80
920,67
921,61
922,70
923,89
924,62
925,79
926,69
927,42
928,69
929,85
930,78
931,67
932,50
933,99
934,68
935,53
936,67
937,60
938,54
939,64
940,68
941,81
942,42
943,69
944,73
945,57
946,82
947,71
948,62
949,52
950,66
951,79
952,80
953,45
954,61
955,69
956,48
957,66
958,69
959,41
960,39
961,81
962,66
963,61
964,84
965,78
966,86
967,46
968,73
969,87
970,59
971,97
972,102
973,65
974,86
975,66
976,89
977,82
978,61
979,84
980,65
981,74
982,89
983,36
984,85
985,90
986,121
987,111
988,90
989,67
990,137
991,133
992,99
993,108
994,107
995,123
996,96
997,108
998,107
999,85
1000,119
1001,118
1002,110
1003,109
1004,93
1005,91
1006,89
1007,87
1008,137
1009,120
1010,113
1011,94
1012,114
1013,93
1014,95
1015,108
1016,129
1017,137
1018,104
1019,114
1020,91
1021,108
1022,126
1023,115
1024,104
1025,94
1026,110
1027,90
1028,99
1029,104
1030,102
1031,85
1032,93
1033,94
1034,77
1035,48
1036,74
1037,59
1038,57
1039,65
1040,82
1041,53
1042,44
1043,72
1044,66
1045,56
1046,66
1047,60
1048,80
1049,62
1050,68
1051,67
1052,64
1053,94
1054,59
1055,47
1056,85
1057,80
1058,61
1059,66
1060,59
1061,39
1062,62
1063,56
1064,81
1065,69
1066,66
1067,67
1068,83
1069,62
1070,77
1071,74
1072,83
1073,61
1074,71
1075,50
1076,62
1077,102
1078,85
1079,77
1080,64
1081,71
1082,89
1083,57
1084,102
1085,48
1086,117
1087,77
1088,70
1089,64
1090,60
1091,114
1092,45
1093,73
1094,55
1095,90
1096,105
1097,130
1098,137
1099,85
1100,102
1101,89
1102,105
1103,104
1104,107
1105,112
1106,105
1107,117
1108,124
1109,105
1110,114
1111,106
1112,113
1113,108
1114,115
1115,88
1116,137
1117,105
1118,104
1119,99
1120,130
1121,133
1122,125
1123,137
1124,104
1125,120
1126,121
1127,137
1128,106
1129,132
1130,91
1131,123
1132,98
1133,104
1134,70
1135,51
1136,92
1137,71
1138,67
1139,46
1140,67
1141,53
1142,55
1143,66
1144,66
1145,46
1146,65
1147,70
1148,62
1149,66
1150,59
1151,72
1152,70
1153,67
1154,65
1155,48
1156,68
1157,61
1158,55
1159,57
1160,60
1161,107
1162,62
1163,52
1164,55
1165,66
1166,62
1167,61
1168,65
1169,66
1170,67
1171,52
1172,77
1173,80
1174,56
1175,66
1176,55
1177,63
1178,79
1179,53
1180,73
1181,92
1182,84
1183,68
1184,111
1185,107
1186,104
1187,108
1188,96
1189,101
1190,94
1191,101
1192,107
1193,89
1194,93
1195,86
1196,96
1197,96
1198,120
1199,83
1200,107
1201,88
1202,81
1203,97
1204,108
1205,94
1206,119
1207,109
1208,107
1209,110
1210,105
1211,82
1212,114
1213,87
1214,93
1215,102
1216,82
1217,104
1218,91
1219,120
1220,102
1221,121
1222,110
1223,132
1224,70
1225,70
1226,72
1227,113
1228,50
1229,54
1230,57
1231,57
1232,57
1233,71
1234,65
1235,73
1236,63
1237,70
1238,79
1239,67
1240,70
1241,64
1242,57
1243,101
1244,71
1245,71
1246,63
1247,71
1248,67
1249,64
1250,56
1251,62
1252,58
1253,70
1254,69
1255,61
1256,67
1257,83
1258,56
1259,71
1260,55
1261,59
1262,68
1263,71
1264,49
1265,66
1266,68
1267,53
1268,84
1269,57
1270,77
1271,77
1272,111
1273,86
1274,108
1275,102
1276,108
1277,108
1278,97
1279,104
1280,119
1281,89
1282,108
1283,126
1284,120
1285,112
1286,98
1287,116
1288,80
1289,93
1290,111
1291,125
1292,99
1293,107
1294,103
1295,100
1296,121
1297,111
1298,114
1299,83
1300,104
1301,104
1302,121
1303,108
1304,86
1305,111
1306,113
1307,95
1308,112
1309,99
1310,88
1311,108
1312,101
1313,105
1314,106
1315,102
1316,116
1317,128
1318,98
1319,90
1320,94
1321,108
1322,118
1323,61
1324,50
1325,70
1326,81
1327,69
1328,65
1329,65
1330,65
1331,68
1332,64
1333,73
1334,73
1335,56
1336,61
1337,68
1338,110
1339,67
1340,63
1341,66
1342,61
1343,80
1344,65
1345,99
1346,54
1347,43
1348,67
1349,60
1350,51
1351,69
1352,66
1353,95
1354,71
1355,51
1356,60
1357,80
1358,63
1359,59
1360,94
1361,84
1362,115
1363,51
1364,98
1365,100
1366,83
1367,110
1368,108
1369,106
1370,85
1371,122
1372,97
1373,102
1374,101
1375,137
1376,111
1377,97
1378,103
1379,137
1380,96
1381,98
1382,122
1383,97
1384,92
1385,110
1386,108
1387,108
1388,105
1389,104
1390,114
1391,101
1392,107
1393,124
1394,109
1395,104
1396,87
1397,108
1398,111
1399,113
1400,87
1401,104
1402,97
1403,108
1404,88
1405,104
1406,117
1407,83
1408,111
1409,115
1410,98
1411,116
1412,80
1413,93
1414,99
1415,78
1416,99
1417,105
1418,128
1419,112
1420,104
1421,59
1422,69
1423,51
1424,54
1425,64
1426,67
1427,48
1428,59
1429,87
1430,65
1431,66
1432,63
1433,63
1434,59
1435,70
1436,85
1437,62
1438,72
1439,72
1440,67
1441,54
1442,83
1443,66
1444,65
1445,87
1446,137
1447,53
1448,70
1449,54
1450,65
1451,45
1452,64
1453,57
1454,63
1455,80
1456,67
1457,68
1458,64
1459,58
1460,78
1461,57
1462,65
1463,66
1464,59
1465,48
1466,65
1467,67
1468,55
1469,67
1470,48
1471,46
1472,71
1473,77
1474,65
1475,51
1476,66
1477,58
1478,45
1479,99
1480,50
1481,68
1482,66
1483,80
1484,89
1485,68
1486,48
1487,67
1488,55
1489,43
1490,79
1491,69
1492,54
1493,80
1494,59
1495,50
1496,70
1497,94
1498,90
1499,99
1500,137
1501,79
1502,137
1503,99
1504,117
1505,96
1506,110
1507,105
1508,108
1509,102
1510,87
1511,93
1512,115
1513,88
1514,107
1515,106
1516,126
1517,107
1518,109
1519,115
1520,93
1521,104
1522,102
1523,115
1524,116
1525,97
1526,99
1527,103
1528,116
1529,91
1530,104
1531,120
1532,99
1533,93
1534,117
1535,97
1536,93
1537,117
1538,96
1539,122
1540,104
1541,50
1542,67
1543,83
1544,60
1545,67
1546,59
1547,80
1548,78
1549,69
1550,67
1551,88
1552,75
1553,59
1554,58
1555,67
1556,63
1557,65
1558,81
1559,63
1560,71
1561,91
1562,63
1563,90
1564,70
1565,86
1566,67
1567,86
1568,62
1569,71
1570,63
1571,82
1572,89
1573,59
1574,55
1575,108
1576,65
1577,70
1578,70
1579,70
1580,60
1581,66
1582,91
1583,64
1584,71
1585,51
1586,92
1587,66
1588,61
1589,65
1590,67
1591,75
1592,65
1593,67
1594,40
1595,74
1596,53
1597,54
1598,90
1599,72
1600,87
1601,75
1602,86
1603,78
1604,46
1605,65
1606,74
1607,79
1608,76
1609,68
1610,68
1611,82
1612,103
1613,95
1614,126
1615,108
1616,103
1617,101
1618,117
1619,95
1620,137
1621,105
1622,114
1623,111
1624,108
1625,90
1626,101
1627,101
1628,104
1629,104
1630,103
1631,121
1632,94
1633,129
1634,95
1635,109
1636,89
1637,115
1638,106
1639,100
1640,102
1641,109
1642,116
1643,100
1644,116
1645,104
1646,98
1647,98
1648,108
1649,88
1650,83
1651,65
1652,55
1653,69
1654,62
1655,60
1656,68
1657,55
1658,64
1659,62
1660,44
1661,75
1662,56
1663,88
1664,74
1665,59
1666,40
1667,51
1668,59
1669,55
1670,67
1671,66
1672,85
1673,51
1674,54
1675,44
1676,48
1677,65
1678,88
1679,59
1680,74
1681,61
1682,86
1683,61
1684,51
1685,50
1686,86
1687,120
1688,87
1689,70
1690,81
1691,69
1692,62
1693,51
1694,46
1695,77
1696,95
1697,137
1698,95
1699,74
1700,69
1701,71
1702,68
1703,124
1704,66
1705,81
1706,98
1707,86
1708,111
1709,48
1710,65
1711,88
1712,51
1713,103
1714,52
1715,76
1716,42
1717,106
1718,72
1719,70
1720,66
1721,93
1722,63
1723,51
1724,116
1725,69
1726,101
1727,107
1728,107
1729,111
1730,114
1731,111
1732,93
1733,89
1734,105
1735,110
1736,120
1737,93
1738,86
1739,74
1740,101
1741,105
1742,112
1743,88
1744,108
1745,105
1746,117
1747,106
1748,92
1749,116
1750,120
1751,108
1752,123
1753,107
1754,82
1755,117
1756,121
1757,137
1758,87
1759,109
1760,104
1761,109
1762,127
1763,93
1764,94
1765,107
1766,96
1767,100
1768,102
1769,80
1770,83
1771,59
1772,46
1773,66
1774,50
1775,68
1776,63
1777,52
1778,62
1779,61
1780,71
1781,61
1782,79
1783,59
1784,87
1785,71
1786,93
1787,44
1788,70
1789,55
1790,65
1791,58
1792,89
1793,60
1794,61
1795,87
1796,79
1797,99
1798,90
1799,106
1800,70
1801,86
1802,100
1803,82
1804,71
1805,43
1806,51
1807,62
1808,67
1809,68
1810,77
1811,56
1812,61
1813,69
1814,63
1815,60
1816,86
1817,57
1818,63
1819,85
1820,103
1821,67
1822,63
1823,71
1824,48
1825,60
1826,74
1827,79
1828,62
1829,86
1830,93
1831,60
1832,82
1833,60
1834,140
1835,69
1836,111
1837,95
1838,104
1839,100
1840,73
1841,118
1842,131
1843,111
1844,112
1845,90
1846,108
1847,99
1848,116
1849,104
1850,89
1851,130
1852,99
1853,110
1854,86
1855,116
1856,105
1857,100
1858,108
1859,122
1860,109
1861,137
1862,105
1863,93
1864,103
1865,126
1866,92
1867,64
1868,137
1869,96
1870,87
1871,115
1872,57
1873,80
1874,49
1875,68
1876,91
1877,62
1878,92
1879,69
1880,55
1881,68
1882,82
1883,82
1884,112
1885,106
1886,92
1887,95
1888,113
1889,95
1890,92
1891,87
1892,99
1893,115
1894,104
1895,107
1896,94
1897,78
1898,100
1899,91
1900,97
1901,100
1902,98
1903,88
1904,82
1905,95
1906,89
1907,104
1908,82
1909,110
1910,114
1911,93
1912,108
1913,128
1914,104
1915,98
1916,94
1917,108
1918,96
1919,92
1920,81
1921,122
1922,100
1923,97
1924,59
1925,64
1926,66
1927,84
1928,71
1929,68
1930,55
1931,65
1932,60
1933,56
1934,67
1935,39
1936,51
1937,59
1938,76
1939,83
1940,96
1941,106
1942,95
1943,85
1944,112
1945,97
1946,97
1947,114
1948,111
1949,114
1950,110
1951,106
1952,137
1953,110
1954,103
1955,115
1956,105
1957,103
1958,97
1959,120
1960,124
1961,126
1962,98
1963,129
1964,100
1965,94
1966,89
1967,107
1968,94
1969,94
1970,113
1971,116
1972,104
1973,93
1974,129
1975,94
1976,104
1977,99
1978,111
1979,128
1980,132
1981,115
1982,120
1983,91
1984,103
1985,79
1986,116
1987,92
1988,78
1989,105
1990,65
1991,95
1992,78
1993,78
1994,83
1995,80
1996,82
1997,77
1998,104
1999,91
2000,99
2001,80
2002,85
2003,72
2004,84
2005,112
2006,81
2007,84
2008,84
2009,83
2010,63
2011,87
2012,93
2013,82
2014,82
2015,112
2016,126
2017,86
2018,99
2019,76
2020,83
2021,137
2022,93
2023,62
2024,93
2025,81
2026,84
2027,85
2028,96
2029,83
2030,84
2031,107
2032,70
2033,90
2034,81
2035,78
2036,74
2037,77
2038,71
2039,74
2040,56
2041,68
2042,80
2043,83
2044,83
2045,89
2046,82
2047,80
2048,90
2049,71
2050,66
2051,81
2052,70
2053,67
2054,64
2055,60
2056,83
2057,72
2058,91
2059,99
2060,71
2061,68
2062,123
2063,80
2064,65
2065,140
2066,61
2067,89
2068,84
2069,73
2070,120
2071,86
2072,77
2073,79
2074,77
2075,88
2076,81
2077,78
2078,68
2079,78
2080,82
2081,82
2082,84
2083,77
2084,85
2085,107
2086,62
2087,70
2088,74
2089,70
2090,62
2091,72
2092,72
2093,79
2094,89
2095,105
2096,81
2097,81
2098,87
2099,61
2100,92
2101,87
2102,71
2103,67
2104,78
2105,83
2106,72
2107,83
2108,97
2109,78
2110,78
2111,75
2112,63
2113,76
2114,74
2115,51
2116,65
2117,84
2118,67
2119,57
2120,75
2121,92
2122,66
2123,94
2124,60
2125,69
2126,101
2127,77
2128,75
2129,118
2130,90
2131,77
2132,102
2133,88
2134,112
2135,59
2136,65
2137,86
2138,67
2139,82
2140,97
2141,78
2142,80
2143,76
2144,78
2145,68
2146,88
2147,80
2148,98
2149,83
2150,73
2151,112
2152,91
2153,82
2154,90
2155,83
2156,106
2157,80
2158,76
2159,81
2160,80
2161,74
2162,89
2163,83
2164,72
2165,83
2166,98
2167,83
2168,66
2169,87
2170,72
2171,81
2172,63
2173,80
2174,70
2175,102
2176,80
2177,76
2178,96
2179,86
2180,64
2181,89
2182,80
2183,77
2184,77
2185,68
2186,82
2187,107
2188,80
2189,108
2190,91
2191,86
2192,76
2193,84
2194,76
2195,114
2196,90
2197,93
2198,85
2199,89
2200,97
2201,83
2202,72
2203,108
2204,106
2205,103
2206,106
2207,97
2208,69
2209,82
2210,78
2211,69
2212,85
2213,70
2214,72
2215,67
2216,79
2217,76
2218,94
2219,91
2220,48
2221,99
2222,82
2223,79
2224,102
2225,97
2226,71
2227,60
2228,84
2229,68
2230,114
2231,53
2232,89
2233,78
2234,77
2235,58
2236,79
2237,78
2238,81
2239,62
2240,82
2241,82
2242,85
2243,78
2244,86
2245,71
2246,71
2247,80
2248,69
2249,87
2250,87
2251,73
2252,94
2253,81
2254,59
2255,91
2256,71
2257,83
2258,88
2259,83
2260,87
2261,90
2262,78
2263,73
2264,107
2265,88
2266,80
2267,82
2268,84
2269,91
2270,82
2271,84
2272,89
2273,84
2274,84
2275,83
2276,90
2277,83
2278,84
2279,76
2280,99
2281,81
2282,80
2283,80
2284,80
2285,93
2286,69
2287,84
2288,80
2289,73
2290,75
2291,81
2292,92
2293,76
2294,87
2295,108
2296,82
2297,78
2298,100
2299,99
2300,76
2301,92
2302,83
2303,76
2304,107
2305,77
2306,81
2307,83
2308,87
2309,105
2310,89
2311,61
2312,84
2313,65
2314,62
2315,79
2316,79
2317,84
2318,64
2319,86
2320,86
2321,68
2322,78
2323,109
2324,81
2325,75
2326,102
2327,93
2328,113
2329,82
2330,82
2331,92
2332,97
2333,79
2334,90
2335,69
2336,94
2337,79
2338,102
2339,70
2340,84
2341,84
2342,71
2343,78
2344,95
2345,77
2346,83
2347,112
2348,83
2349,85
2350,77
2351,65
2352,64
2353,84
2354,79
2355,86
2356,108
2357,90
2358,77
2359,95
2360,79
2361,107
2362,88
2363,70
2364,83
2365,73
2366,107
2367,105
2368,98
2369,83
2370,78
2371,73
2372,67
2373,85
2374,79
2375,93
2376,81
2377,90
2378,80
2379,97
2380,86
2381,83
2382,84
2383,75
2384,75
2385,82
2386,84
2387,98
2388,81
2389,110
2390,108
2391,83
2392,67
2393,73
2394,79
2395,80
2396,69
2397,70
2398,100
2399,57
2400,84
2401,64
2402,57
2403,82
2404,92
2405,83
2406,67
2407,95
2408,79
2409,84
2410,107
2411,106
2412,72
2413,126
2414,108
2415,54
2416,82
2417,84
2418,72
2419,83
2420,71
2421,111
2422,86
2423,75
2424,68
2425,80
2426,95
2427,88
2428,56
2429,77
2430,71
2431,82
2432,80
2433,64
2434,72
2435,113
2436,92
2437,68
2438,64
2439,71
2440,71
2441,67
2442,61
2443,83
2444,82
2445,78
2446,88
2447,69
2448,66
2449,93
2450,82
2451,97
2452,69
2453,100
2454,106
2455,86
2456,75
2457,78
2458,82
2459,84
2460,136
2461,71
2462,67
2463,86
2464,75
2465,82
2466,64
2467,67
2468,78
2469,79
2470,59
2471,83
2472,84
2473,83
2474,78
2475,74
2476,77
2477,86
2478,57
2479,69
2480,79
2481,90
2482,51
2483,83
2484,80
2485,84
2486,79
2487,83
2488,88
2489,79
2490,83
2491,77
2492,71
2493,78
2494,72
2495,57
2496,57
2497,83
2498,72
2499,86
2500,66
2501,79
2502,62
2503,83
2504,81
2505,73
2506,68
2507,80
2508,86
2509,63
2510,73
2511,95
2512,84
2513,95
2514,84
2515,82
2516,96
2517,84
2518,67
2519,73
2520,77
2521,68
2522,65
2523,77
2524,136
2525,84
2526,104
2527,75
2528,74
2529,98
2530,90
2531,72
2532,82
2533,78
2534,65
2535,80
2536,75
2537,71
2538,81
2539,82
2540,93
2541,91
2542,70
2543,79
2544,60
2545,64
2546,84
2547,81
2548,84
2549,65
2550,84
2551,84
2552,94
2553,77
2554,99
2555,88
2556,98
2557,89
2558,101
2559,84
2560,79
2561,82
2562,76
2563,64
2564,68
2565,79
2566,105
2567,84
2568,87
2569,79
2570,84
2571,105
2572,84
2573,81
2574,96
2575,88
2576,107
2577,58
2578,81
2579,84
2580,74
2581,87
2582,89
2583,75
2584,85
2585,125
2586,113
2587,76
2588,84
2589,66
2590,83
2591,85
2592,89
2593,81
2594,52
2595,92
2596,114
2597,105
2598,79
2599,85
2600,87
2601,128
2602,87
2603,101
2604,65
2605,86
2606,92
2607,70
2608,82
2609,95
2610,73
2611,71
2612,90
2613,108
2614,83
2615,66
2616,77
2617,63
2618,57
2619,84
2620,75
2621,74
2622,84
2623,86
2624,84
2625,75
2626,74
2627,78
2628,85
2629,81
2630,90
2631,73
2632,78
2633,101
2634,83
2635,88
2636,84
2637,85
2638,67
2639,80
2640,65
2641,104
2642,75
2643,68
2644,85
2645,82
2646,75
2647,67
2648,81
2649,83
2650,99
2651,126
2652,96
2653,71
2654,122
2655,81
2656,63
2657,44
2658,80
2659,80
2660,77
2661,67
2662,78
2663,65
2664,94
2665,113
2666,87
2667,79
2668,83
2669,84
2670,76
2671,90
2672,73
2673,81
2674,75
2675,62
2676,84
2677,75
2678,92
2679,81
2680,94
2681,74
2682,55
2683,67
2684,87
2685,91
2686,87
2687,57
2688,81
2689,80
2690,89
2691,115
2692,90
2693,117
2694,90
2695,83
2696,85
2697,77
2698,60
2699,67
2700,95
2701,78
2702,78
2703,77
2704,69
2705,98
2706,92
2707,83
2708,84
2709,96
2710,86
2711,96
2712,106
2713,110
2714,91
2715,64
2716,86
2717,75
2718,87
2719,76
2720,134
2721,82
2722,80
2723,83
2724,99
2725,99
2726,80
2727,79
2728,80
2729,89
2730,88
2731,113
2732,98
2733,104
2734,77
2735,60
2736,81
2737,72
2738,58
2739,76
2740,84
2741,122
2742,64
2743,96
2744,91
2745,74
2746,79
2747,81
2748,77
2749,74
2750,84
2751,109
2752,83
2753,83
2754,85
2755,130
2756,125
2757,87
2758,101
2759,56
2760,120
2761,80
2762,83
2763,82
2764,104
2765,76
2766,117
2767,84
2768,84
2769,83
2770,71
2771,102
2772,82
2773,101
2774,56
2775,84
2776,87
2777,109
2778,88
2779,72
2780,70
2781,82
2782,89
2783,92
2784,84
2785,95
2786,93
2787,66
2788,79
2789,66
2790,84
2791,76
2792,84
2793,109
2794,84
2795,102
2796,82
2797,88
2798,85
2799,77
2800,48
2801,69
2802,46
2803,48
2804,44
2805,70
2806,92
2807,69
2808,139
2809,79
2810,79
2811,86
2812,79
2813,68
2814,98
2815,56
2816,91
2817,81
2818,82
2819,57
2820,90
2821,71
2822,75
2823,79
2824,84
2825,78
2826,64
2827,110
2828,97
2829,73
2830,74
2831,75
2832,83
2833,74
2834,91
2835,79
2836,79
2837,93
2838,90
2839,96
2840,105
2841,86
2842,79
2843,80
2844,101
2845,69
2846,88
2847,82
2848,84
2849,82
2850,82
2851,56
2852,77
2853,59
2854,81
2855,59
2856,86
2857,63
2858,83
2859,70
2860,71
2861,83
2862,88
2863,89
2864,83
2865,73
2866,95
2867,77
2868,92
2869,94
2870,83
2871,67
2872,74
2873,84
2874,92
2875,75
2876,76
2877,96
2878,92
2879,78
2880,96
2881,68
2882,90
2883,79
2884,100
2885,97
2886,85
2887,94
2888,62
2889,68
2890,119
2891,85
2892,70
2893,82
2894,80
2895,78
2896,84
2897,81
2898,68
2899,102
2900,87
2901,83
2902,86
2903,82
2904,81
2905,61
2906,65
2907,76
2908,66
2909,84
2910,104
2911,75
2912,65
2913,69
2914,84
2915,67
2916,90
2917,84
2918,82
2919,89
2920,86
2921,86
2922,84
2923,62
2924,84
2925,82
2926,93
2927,80
2928,91
2929,88
2930,78
2931,94
2932,120
2933,109
2934,78
2935,90
2936,52
2937,101
2938,77
2939,83
2940,110
2941,81
2942,80
2943,60
2944,91
2945,83
2946,84
2947,113
2948,82
2949,73
2950,97
2951,96
2952,101
2953,70
2954,81
2955,82
2956,112
2957,87
2958,68
2959,72
2960,83
2961,77
2962,77
2963,74
2964,81
2965,83
2966,84
2967,72
2968,82
2969,90
2970,78
2971,79
2972,67
2973,78
2974,84
2975,61
2976,71
2977,88
2978,82
2979,54
2980,72
2981,85
2982,86
2983,84
2984,84
2985,50
2986,78
2987,70
2988,91
2989,81
2990,84
2991,82
2992,80
2993,64
2994,81
2995,103
2996,104
